full_name,text,label,confidence,reason,label_id
kapicorp/kapitan,"Repository named 'kapitan' in Python with high popularity (1913 stars, 210 forks). Maintained by a large community of 75 contributors, 2214 total commits (29.5 per contributor). 128 releases, 119 open issues. It has CI/CD workflows, has a README of 6579 characters, 20 topics, and is licensed. The project is 8.6 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
hngprojects/hng_boilerplate_nextjs,"Repository named 'hng_boilerplate_nextjs' in Shell with moderate popularity (203 stars, 266 forks). Maintained by a large community of 124 contributors, 3169 total commits (25.6 per contributor). 0 releases, 318 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 2.0 years old and currently active (last push 0 days ago).",template,0.8,"Large community, moderate popularity, CI/CD workflows, and high commit frequency suggest a reusable template or boilerplate project.",4
ROCm/TheRock,"Repository named 'TheRock' in Python with high popularity (1047 stars, 245 forks). Maintained by a large community of 185 contributors, 2669 total commits (14.4 per contributor). 4 releases, 918 open issues. It has CI/CD workflows, has a README of 22752 characters, no topics, and is licensed. The project is 2.2 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, CI/CD, and good documentation.",3
apache/airflow,"Repository named 'airflow' in Python with very high popularity (45596 stars, 17133 forks). Maintained by a large community of 415 contributors, 38603 total commits (93.0 per contributor). 121 releases, 1741 open issues. It has CI/CD workflows, has a README of 40663 characters, 20 topics, and is licensed. The project is 11.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
gruntwork-io/boilerplate,"Repository named 'boilerplate' in Go with moderate popularity (338 stars, 30 forks). Maintained by a team of 25 contributors, 390 total commits (15.6 per contributor). 100 releases, 43 open issues. It has CI/CD workflows, has a README of 1083 characters, 3 topics, and is no license. The project is 10.0 years old and currently active (last push 1 days ago).",template,0.9,"High number of contributors, moderate popularity, and presence of CI/CD workflows suggest a reusable template or boilerplate project.",4
NanmiCoder/MediaCrawler,"Repository named 'MediaCrawler' in Python with very high popularity (50411 stars, 10625 forks). Maintained by a large community of 67 contributors, 770 total commits (11.5 per contributor). 0 releases, 163 open issues. It has CI/CD workflows, has a README of 9254 characters, no topics, and is licensed. The project is 3.0 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large community, sustained activity, CI/CD, good documentation, and active maintenance.",3
REIJI007/Adblock-Rule-Collection,"Repository named 'Adblock-Rule-Collection' in Python with moderate popularity (103 stars, 8 forks). Maintained by a small team of 2 contributors, 426 total commits (213.0 per contributor). 1 releases, 0 open issues. It has CI/CD workflows, has a README of 4082 characters, 16 topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago).",senior,0.85,"Moderate popularity, CI/CD workflows, good documentation, and sustained activity by a small team.",2
Nhatnguyen150100/spring-boot-boilerplate,"Repository named 'spring-boot-boilerplate' in Java with low popularity (25 stars, 5 forks). Maintained by a small team of 2 contributors, 51 total commits (25.5 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 15348 characters, no topics, and is no license. The project is 1.0 years old and currently active (last push 0 days ago).",template,0.8,"boilerplate name, large README, lack of CI/CD, and low popularity suggest a reusable template",4
ansys/pydpf-post,"Repository named 'pydpf-post' in Python with low popularity (57 stars, 12 forks). Maintained by a team of 27 contributors, 623 total commits (23.1 per contributor). 21 releases, 51 open issues. It has CI/CD workflows, has a README of 3995 characters, no topics, and is licensed. The project is 5.5 years old and currently active (last push 0 days ago).",senior,0.8,"Large team, sustained activity, good CI/CD practices, and decent documentation, but relatively low popularity and open issues.",2
1bananachicken/MaaNTE,"Repository named 'MaaNTE' in Python with high popularity (1647 stars, 141 forks). Maintained by a team of 17 contributors, 336 total commits (19.8 per contributor). 11 releases, 30 open issues. It has CI/CD workflows, has a README of 5084 characters, 5 topics, and is licensed. The project is 0.1 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, frequent commits, CI/CD, good documentation, and sustained activity.",3
pikepdf/pikepdf,"Repository named 'pikepdf' in Python with high popularity (2728 stars, 223 forks). Maintained by a large community of 58 contributors, 3340 total commits (57.6 per contributor). 48 releases, 43 open issues. It has CI/CD workflows, has a README of 8937 characters, 8 topics, and is licensed. The project is 8.7 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, good documentation, and a high level of engineering maturity.",3
commaai/openpilot,"Repository named 'openpilot' in Python with very high popularity (61197 stars, 10939 forks). Maintained by a large community of 427 contributors, 17196 total commits (40.3 per contributor). 62 releases, 162 open issues. It has CI/CD workflows, has a README of 7127 characters, 3 topics, and is licensed. The project is 9.5 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
repowise-dev/repowise,"Repository named 'repowise' in Python with high popularity (2083 stars, 277 forks). Maintained by a team of 22 contributors, 269 total commits (12.2 per contributor). 27 releases, 25 open issues. It has CI/CD workflows, has a README of 43652 characters, 15 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, frequent commits, CI/CD, good documentation, and sustained activity.",3
DevUnltd/js-library-boilerplate-basic,"Repository named 'js-library-boilerplate-basic' in HTML with moderate popularity (411 stars, 34 forks). Maintained by a team of 6 contributors, 3985 total commits (664.2 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 3478 characters, 9 topics, and is licensed. The project is 7.0 years old and currently active (last push 1 days ago).",template,0.8,"Moderate popularity, multiple contributors, CI/CD, and a large README suggest a reusable template, but lack of releases and a long history may indicate it's not actively maintained.",4
Marcos0526/LSM,"Repository named 'LSM' in Python with almost no popularity (2 stars, 0 forks). Maintained by a team of 6 contributors, 70 total commits (11.7 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 10509 characters, no topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",senior,0.8,"Large team, sustained activity, good documentation, but lacks CI/CD and releases.",2
Eddydigi/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 2 total commits (2.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
gadievron/raptor,"Repository named 'raptor' in Python with high popularity (2784 stars, 438 forks). Maintained by a team of 23 contributors, 2095 total commits (91.1 per contributor). 1 releases, 18 open issues. It has CI/CD workflows, has a README of 16695 characters, no topics, and is licensed. The project is 0.6 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, good CI/CD practices, and comprehensive documentation.",3
